SKU,Title,Quantity,"30 Days Item Sale","Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
SRN-MOT-641,"Motorola Moto G XT1031 XT1032 XT1033 LCD Touch Screen Assembly w/ Frame Black",2,,115.00,6.80,8.23,18.12,31.7000,29.4900,22.9900,29.50,23.75,22.99,,28.77,,,,
SRN-MOT-642,"Motorola Moto G XT1031 XT1032 XT1033 LCD Touch Screen Assembly w/ Frame Black - Grade A",0,,0.00,0.00,0.00,0.00,30.3400,,0.0000,,,,,,,,,
SRN-MOT-618,"LCD Touch Screen Digitizer with Frame for Motorola Moto X  XT1060 XT1058 XT1056 XT1053  Black",2,1,250.00,6.60,1.72,38.14,67.6600,61.5900,31.9900,39.99,32.50,36.99,42.99,48.34,,,0.00,
SRN-MOT-619,"LCD Touch Screen Digitizer with Frame for Motorola Moto X  XT1060 XT1058 XT1056 XT1053  Black - Grade A",0,,0.00,0.00,0.00,0.00,62.9900,,0.0000,,,,,,,,,
SRN-MOT-620,"LCD Touch Screen Digitizer with Frame for Motorola Moto X  XT1060 XT1058 XT1056 XT1053  Black - Grade B",0,,0.00,0.00,0.00,0.00,62.7400,,0.0000,,,,,,,,,
SRN-MOT-621,"LCD Touch Screen Digitizer with Frame for Motorola Moto X  XT1060 XT1058 XT1056 XT1053  Black - Grade C",0,,0.00,0.00,0.00,0.00,62.5000,,0.0000,,,,,,,,,
SRN-NOK-076,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 928 Black",2,,250.00,6.50,8.78,39.81,48.0800,37.9500,0.0000,,50.00,,,,,,,
SRN-NOK-042,"Nokia Lumia 900 LCD + Touch Screen Digitizer - Black",2,,200.00,6.60,6.40,31.27,44.2200,40.2900,0.0000,,,,,34.69,,,,
SRN-NOK-112,"Nokia Lumia 900 LCD + Touch Screen Digitizer - Black Grade A",0,,0.00,0.00,0.00,0.00,41.1600,,0.0000,,,,,,,,,
SRN-NOK-142,"Nokia Lumia 900 LCD + Touch Screen Digitizer - Black Grade B",0,,0.00,0.00,0.00,0.00,41.0000,,0.0000,,,,,,,,,
SRN-NOK-054,"Nokia N9 LCD + Touch Screen Digitizer - Black",2,,80.00,6.45,8.54,13.73,19.8200,17.5900,0.0000,,,,,,,,,
SRN-NOK-118,"Nokia N9 LCD + Touch Screen Digitizer - Black Grade A",0,,0.00,0.00,0.00,0.00,18.5500,,0.0000,,,,,,,,,
SRN-NOK-148,"Nokia N9 LCD + Touch Screen Digitizer - Black Grade B",0,,0.00,0.00,0.00,0.00,18.4200,,0.0000,,,,,,,,,
SRN-NOK-060,"Nokia Lumia 820 LCD + Touch Screen Digitizer - Black",2,,280.00,6.45,8.54,44.73,61.6300,56.0900,0.0000,,,,,,,,65.00,
SRN-NOK-110,"Nokia Lumia 820 LCD + Touch Screen Digitizer - Black Grade A",0,,0.00,0.00,0.00,0.00,57.3700,,0.0000,,,,,,,,,
SRN-NOK-140,"Nokia Lumia 820 LCD + Touch Screen Digitizer - Black Grade B",0,,0.00,0.00,0.00,0.00,57.1500,,0.0000,,,,,,,,,
SRN-NOK-064,"Nokia Lumia 710 LCD + Digitizer Touch Screen with Frame - Black",1,,0.00,0.00,0.00,0.00,56.9500,24.7900,0.0000,,,,,,,,,
SRN-NOK-104,"Nokia Lumia 710 LCD + Digitizer Touch Screen with Frame - Black Grade A",0,,0.00,0.00,0.00,0.00,24.0800,,0.0000,,,,,,,,,
SRN-NOK-134,"Nokia Lumia 710 LCD + Digitizer Touch Screen with Frame - Black Grade B",0,,0.00,0.00,0.00,0.00,23.7100,,0.0000,,,,,,,,,
SRN-NOK-066,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 1020 Black",1,1,340.00,6.50,8.78,53.66,70.4200,64.1900,62.9900,,,63.99,,72.26,,,,
SRN-NOK-068,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 920 Black",3,,110.00,6.50,8.78,18.27,28.6700,26.6900,19.9900,,22.50,17.99,14.99,27.65,,,,
SRN-NOK-094,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 920 Black Grade A",0,,0.00,0.00,0.00,0.00,27.4400,,0.0000,,,,,,,,,
SRN-NOK-124,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 920 Black Grade B",0,,0.00,0.00,0.00,0.00,27.2400,,0.0000,,,,,,,,,
SRN-NOK-018,"Nokia Lumia 700 LCD + Touch Screen Digitizer - White",14,,0.00,0.00,0.00,0.00,10.9500,16.7900,0.0000,,,,,,,,,
SRN-NOK-100,"Nokia Lumia 700 LCD + Touch Screen Digitizer - White Grade A",0,,0.00,0.00,0.00,0.00,16.3600,,0.0000,,,,,,,,,
SRN-NOK-130,"Nokia Lumia 700 LCD + Touch Screen Digitizer - White Grade B",0,,0.00,0.00,0.00,0.00,16.1100,,0.0000,,,,,,,,,
SRN-NOK-036,"Nokia Lumia 800 LCD + Touch Screen Digitizer - Black",2,,0.00,0.00,0.00,0.00,81.9500,59.3900,0.0000,,,,,14.97,,,,
SRN-NOK-108,"Nokia Lumia 800 LCD + Touch Screen Digitizer - Black Grade A",0,,0.00,0.00,0.00,0.00,57.8700,,0.0000,,,,,,,,,
SRN-NOK-138,"Nokia Lumia 800 LCD + Touch Screen Digitizer - Black Grade B",0,,0.00,0.00,0.00,0.00,56.9800,,0.0000,,,,,,,,,
SRN-SNY-014,"Sony Xperia Z1 L39h LCD Touch Screen Digitizer Black",0,,130.00,6.45,3.42,20.69,28.9700,26.9900,19.4900,,,19.50,,45.34,,,,33.99
SRN-SNY-076,"Sony Xperia Z1 L36h LCD Touch Screen Digitizer Black Grade A",0,,0.00,0.00,0.00,0.00,27.7200,,0.0000,,,,,,,,,
SRN-SNY-110,"Sony Xperia Z1 L39h LCD Touch Screen Digitizer Black Grade B",0,,0.00,0.00,0.00,0.00,27.5200,,0.0000,,,,,,,,,
SRN-SNY-016,"Sony Xperia Z L36h LCD Digitizer with Frame Sony Logo White",0,,0.00,0.00,0.00,0.00,85.9500,,0.0000,,,,,,,,,
SRN-SNY-028,"Sony Xperia Z L36h LCD Digitizer with Frame Sony Logo White - Grade A",0,,0.00,0.00,0.00,0.00,43.2900,,0.0000,,,,,,,,,
SRN-SNY-124,"Sony Xperia Z L36h LCD Digitizer with Frame Sony Logo White Grade B",0,,0.00,0.00,0.00,0.00,42.6200,,0.0000,,,,,,,,,
SRN-SNY-036,"LCD + Touch Screen Digitizer with Frame for Sony Xperia S LT26 LT26i Black",0,,0.00,0.00,0.00,0.00,52.9500,39.5900,22.9900,,,,,24.59,,,,
SRN-SNY-062,"LCD + Touch Screen Digitizer with Frame for Sony Xperia S LT26 LT26i Black Grade A",0,,0.00,0.00,0.00,0.00,38.5600,,0.0000,,,,,,,,,
SRN-SNY-096,"LCD + Touch Screen Digitizer with Frame for Sony Xperia S LT26 LT26i Black Grade B",2,,0.00,0.00,0.00,0.00,37.9700,,0.0000,,,,,,,,,
SRN-SNY-046,"LCD + Touch Screen Digitizer with Frame for Sony Xperia Z 4G LTE C6606 Black",0,,140.00,6.60,2.17,21.54,31.1400,28.9900,0.0000,,,,,,,,,
SRN-SNY-064,"LCD + Touch Screen Digitizer with Frame for Sony Xperia Z 4G LTE C6606 Black Grade A",0,,0.00,0.00,0.00,0.00,29.8000,,0.0000,,,,,,,,,
SRN-SNY-098,"LCD + Touch Screen Digitizer with Frame for Sony Xperia Z 4G LTE C6606 Black Grade B",0,,0.00,0.00,0.00,0.00,29.5800,,0.0000,,,,,,,,,
SRN-SNY-048,"LCD + Touch Screen Digitizer with Frame for Sony Xperia Z2 D6502 D6503 D6543 Black",0,,0.00,0.00,0.00,0.00,174.9500,128.6900,0.0000,,,,,,,,,
SRN-SNY-135,"Sony Z3v LCD Screen with Touch Screen Digitizer Assembly - White",0,,210.00,6.50,11.67,34.10,41.2900,37.5900,0.0000,,,,,,,,,
SRN-SNY-136,"Sony Z3V LCD With Digitizer Assembly White - Grade A",0,,0.00,0.00,0.00,0.00,38.4400,,0.0000,,,,,,,,,
SRN-SNY-002,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame Black",0,,0.00,0.00,0.00,0.00,117.9500,,0.0000,,,,,,,,,
SRN-SNY-024,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame Black - Grade A",0,,0.00,0.00,0.00,0.00,43.2900,,0.0000,,,,,,,,,
SRN-SNY-126,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame Black Grade B",0,,0.00,0.00,0.00,0.00,42.6200,,0.0000,,,,,,,,,
SRN-SNY-010,"Sony Xperia Z L36h LCD Screen and Digitizer Assembly Black",0,,250.00,6.14,12.12,42.69,58.6988,53.3900,24.9900,,,,,39.14,,,25.00,
SRN-SNY-070,"Sony Xperia Z L36h LCD Screen and Digitizer Assembly Black Grade A",0,,0.00,0.00,0.00,0.00,54.6400,,0.0000,,,,,,,,,
SRN-SNY-104,"Sony Xperia Z L36h LCD Screen and Digitizer Assembly Black Grade B",0,,0.00,0.00,0.00,0.00,54.4300,,0.0000,,,,,,,,,
SRN-SNY-008,"Sony Xperia Z L36h LCD Digitizer with Frame Sony Logo Black",3,,120.00,6.82,8.44,18.83,27.4900,25.2900,24.9900,,,,,39.14,,,25.00,
SRN-SNY-026,"Sony Xperia Z L36h LCD Digitizer with Frame Sony Logo Black - Grade A",0,,0.00,0.00,0.00,0.00,26.2600,,0.0000,,,,,,,,,
SRN-SNY-122,"Sony Xperia Z L36h LCD Digitizer with Frame Sony Logo Black Grade B",0,,0.00,0.00,0.00,0.00,25.9800,,0.0000,,,,,,,,,
SRN-SNY-006,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame White",0,,0.00,0.00,0.00,0.00,117.9500,,0.0000,,,,,,,,,
SRN-SNY-074,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame White Grade A",0,,0.00,0.00,0.00,0.00,43.2900,,0.0000,,,,,,,,,
SRN-SNY-108,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame White Grade B",0,,0.00,0.00,0.00,0.00,42.6200,,0.0000,,,,,,,,,
SRN-SNY-004,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame Purple",0,,0.00,0.00,0.00,0.00,117.9500,,0.0000,,,,,,,,,
SRN-SNY-072,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame Purple Grade A",0,,0.00,0.00,0.00,0.00,43.2900,,0.0000,,,,,,,,,
SRN-SNY-106,"Sony Xperia Z1 L39h LCD Digitizer Assembly with Frame Purple Grade B",0,,0.00,0.00,0.00,0.00,42.6200,,0.0000,,,,,,,,,
SRN-BLB-026,"LCD Screen and Digitizer Assembly with Frame for BlackBerry Z30 GSM - White",1,,260.00,6.82,5.88,38.99,58.8500,53.5900,0.0000,,,,,,,,,
SRN-BLB-042,"LCD Screen and Digitizer Assembly with Frame for BlackBerry Z30 GSM White - Grade A",0,,0.00,0.00,0.00,0.00,54.7800,,0.0000,,,,,,,,,
SRN-BLB-058,"LCD Screen and Digitizer Assembly with Frame for BlackBerry Z30 GSM White Grade B",0,,0.00,0.00,0.00,0.00,54.5700,,0.0000,,,,,,,,,
SRN-BLB-028,"LCD Screen and Digitizer Assembly with Frame for BlackBerry Z30 GSM -Black",0,,270.00,6.46,4.82,42.54,58.4900,53.1900,39.9900,,,39.99,49.99,,,,,
SRN-BLB-044,"LCD Screen and Digitizer Assembly with Frame for BlackBerry Z30 Black GSM Grade A",0,,0.00,0.00,0.00,0.00,54.4500,,0.0000,,,,,,,,,
SRN-BLB-060,"LCD Screen and Digitizer Assembly with Frame for BlackBerry Z30 GSM Black Grade B",0,,0.00,0.00,0.00,0.00,54.2400,,0.0000,,,,,,,,,
SRN-BLB-030,"LCD Screen and Digitizer Assembly for GSM and CDMA BlackBerry Z30 White",2,,240.00,6.32,7.14,39.10,53.7600,48.8900,0.0000,,,,,,,,,
SRN-BLB-046,"LCD Screen and Digitizer Assembly for GSM and CDMA BlackBerry Z30 White Grade A",0,,0.00,0.00,0.00,0.00,50.0500,,0.0000,,,,,,,,,
SRN-BLB-062,"LCD Screen and Digitizer Assembly for GSM and CDMA BlackBerry Z30 White Grade B",0,,0.00,0.00,0.00,0.00,49.8500,,0.0000,,,,,,,,,
SRN-BLB-032,"LCD Screen and Digitizer Assembly for BlackBerry Z30 Black GSM CDMA Model No Carrier Logo",0,,240.00,6.32,5.56,38.85,53.4200,48.5900,0.0000,,,,,,,,,
SRN-BLB-048,"LCD Screen and Digitizer Assembly for BlackBerry Z30 Black GSM CMDA Model Grade A",0,,0.00,0.00,0.00,0.00,49.7300,,0.0000,,,,,,,,,
SRN-BLB-064,"LCD Screen and Digitizer Assembly for BlackBerry Z30 Black GSM CDMA Model Grade B",0,,0.00,0.00,0.00,0.00,49.5300,,0.0000,,,,,,,,,
SRN-BLB-066,"Blackberry Q5 LCD + Touch Screen Digitizer with Bezel Frame and Speaker - Black",2,,0.00,0.00,0.00,0.00,19.9500,19.7900,5.9900,,,4.99,,,,,,
SRN-BLB-068,"Blackberry Q5 LCD + Touch Screen Digitizer with Bezel Frame and Speaker - White",3,,0.00,0.00,0.00,0.00,19.9500,19.7900,0.0000,,,,,,,,,
SRN-BLB-075,"BlackBerry Passport Q30 LCD Assembly - Black",1,,380.00,6.50,1.05,58.62,79.1400,72.1900,14.9900,,,13.99,,,,,,
SRN-BLB-076,"BlackBerry Q30 LCD and Touch Screen Digitizer - Black",2,,270.00,6.70,5.67,41.14,56.5700,51.4900,0.0000,,,,,,,,,
SRN-BLB-077,"BlackBerry Q30 LCD and Touch Screen Digitizer - White",1,,400.00,6.43,8.21,63.49,85.7100,78.0900,0.0000,,,,,,,,,
SRN-BLB-079,"LCD Screen and Digitizer Assembly with Frame for Verizon CDMA BlackBerry Z30 - Black",2,1,250.00,6.80,10.81,38.35,55.0700,50.0900,44.9900,,,45.50,,,,,,
SRN-BLB-080,"LCD Screen and Digitizer Assembly with Frame for Verizon CDMA BlackBerry Z30 Black - Grade A",0,,0.00,0.00,0.00,0.00,51.2600,,0.0000,,,,,,,,,
SRN-BLB-078,"BlackBerry Q20 LCD and Touch Screen Digitizer  - White",1,1,130.00,6.50,7.14,21.10,29.5400,27.4900,0.0000,,,,,,,,,
SRN-BLB-002,"Blackberry Q10 Front LCD & Digitizer Assembly With Keyboard & Frame",0,,90.00,6.43,6.79,15.05,22.5800,20.3900,0.0000,,,,,,,,,
SRN-BLB-034,"Blackberry Q10 Front  LCD Assembly With Keyboard  Grade A",0,,0.00,0.00,0.00,0.00,21.4500,,0.0000,,,,,,,,,
SRN-BLB-050,"Blackberry Q10 Front  LCD Assembly With Keyboard  Grade B",0,,0.00,0.00,0.00,0.00,21.3700,,0.0000,,,,,,,,,
SRN-BLB-040,"LCD Screen and Digitizer Assembly for GSM and CDMA BlackBerry Z30 Black Grade A",0,,0.00,0.00,0.00,0.00,48.9600,,0.0000,,,,,,,,,
SRN-BLB-056,"LCD Screen and Digitizer Assembly for GSM and CDMA BlackBerry Z30 Black Grade B",0,,0.00,0.00,0.00,0.00,48.7700,,0.0000,,,,,,,,,
SRN-BLB-004,"Blackberry Z10 LCD + Touch Screen Assembly with Frame Ear Speaker Flex Assembly - Black",0,3,45.00,6.85,4.91,7.29,14.0600,11.3900,6.9900,,,8.99,8.99,,,,,
SRN-BLB-036,"Blackberry Z10 LCD + Touch Screen Assembly with Frame Ear Speaker Flex Assembly - Black Grade A",0,,0.00,0.00,0.00,0.00,13.4400,,0.0000,,,,,,,,,
SRN-BLB-052,"Blackberry Z10 LCD + Touch Screen Assembly with Frame Ear Speaker Flex Assembly - Black Grade B",0,,0.00,0.00,0.00,0.00,13.3100,,0.0000,,,,,,,,,
SRN-BLB-006,"Blackberry Z10 LCD + Touch Screen Assembly",2,,30.00,6.46,6.47,5.65,10.1700,8.7900,0.0000,,,,,,,,,
SRN-BLB-038,"Blackberry Z10 LCD + Touch Screen Assembly Grade A",0,,0.00,0.00,0.00,0.00,9.4600,,0.0000,,,,,,,,,
SRN-BLB-054,"Blackberry Z10 LCD + Touch Screen Assembly Grade B",0,,0.00,0.00,0.00,0.00,9.3200,,0.0000,,,,,,,,,
SRN-BLB-016,"Blackberry Bold OEM 9900 9930 LCD Digitizer 002-111 New",5,,85.00,6.43,8.21,14.50,21.3200,19.1900,0.0000,,,,,,,,,
SRN-BLB-008,"Blackberry Bold OEM 9900 9930 LCD Digitizer 001-111 New",5,,85.00,6.43,8.21,14.50,21.3200,19.1900,0.0000,,,,,,,,,
SRN-BLB-010,"Blackberry Bold OEM 9900 9930 LCD Digitizer 001-111 Grade A",0,,0.00,0.00,0.00,0.00,20.2500,,0.0000,,,,,,,,,
SRN-BLB-012,"Blackberry Bold OEM 9900 9930 LCD Digitizer 001-111 Grade B",3,,0.00,0.00,0.00,0.00,20.1800,,0.0000,,,,,,,,,
SRN-BLB-014,"Blackberry Bold OEM 9900 9930 LCD Digitizer 001-111 Grade C",0,,0.00,0.00,0.00,0.00,19.8900,,0.0000,,,,,,,,,
SRN-BLB-018,"Blackberry Bold OEM 9900 9930 LCD Digitizer 002-111 Grade A",44,,0.00,0.00,0.00,0.00,20.2500,,0.0000,,,,,,,,,
SRN-BLB-020,"Blackberry Bold OEM 9900 9930 LCD Digitizer 002-111 Grade B",22,,0.00,0.00,0.00,0.00,20.1800,,0.0000,,,,,,,,,
SRN-BLB-022,"Blackberry Bold OEM 9900 9930 LCD Digitizer 002-111 Grade C",3,,0.00,0.00,0.00,0.00,19.8900,,0.0000,,,,,,,,,
SRN-BLB-070,"Blackberry Bold OEM 9900 9930 LCD Digitizer 001-111 - Grade D",106,,0.00,0.00,0.00,0.00,8.9500,,0.0000,,,,,,,,,
SRN-BLB-072,"Blackberry Bold OEM 9900 9930 LCD Digitizer 002-111 Grade D",0,,0.00,0.00,0.00,0.00,9.9500,,0.0000,,,,,,,,,
FLX-UCP-174,"Blackberry Z10 Replacement Charging Port",143,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.9900,,,0.00,,,,,,
FLX-UCP-172,"Blackberry Curve 3G 9300 Replacement Charging Port",25,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-178,"Blackberry 9900 Replacement Charging Port",39,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-176,"Blackberry Q10 Replacement Charging Port",12,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-180,"Blackberry 9800 Replacement Charging Port",167,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-186,"LG Intuition VS950 Charging Port",30,,0.00,0.00,0.00,0.00,3.9500,,0.0000,,,,,,,,,
FLX-UCP-184,"HTC Mytouch 4G Slide Charging Port",5,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-182,"USB Micro 3.0 Charging Port for Samsung Galaxy Note 3",0,,4.00,6.43,2.25,0.97,2.4300,2.0900,0.9900,,,0.99,,,,,,
FLX-UCP-170,"Blackberry Torch 9850 9860 Replacement Charging Port",15,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,0.35,,,,
FLX-UCP-060,"HTC HD2 T8585 Inspire 4G A9192 USB Charging Port",0,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-066,"HTC T-Mobile G2/Evo 4G USB Charging Port",184,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.9900,,,,0.00,1.65,,,,
FLX-UCP-072,"HTC Evo Shift 4G USB Charging Port",231,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.9900,,,,0.00,,,,,
FLX-UCP-078,"HTC Droid Incredible 2 USB Charging Port",104,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,0.35,,,,
FLX-UCP-084,"Blackberry Curve 8520 8530 9700 9780 Replacement Charging Port",6,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,1.44,,,,
FLX-UCP-090,"Blackberry Tour 9630 USB Charging Port",176,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,0.21,,,,
FLX-UCP-096,"Blackberry Bold 9000 USB Charging Port",279,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,0.56,,,,
FLX-UCP-102,"HTC Sensation USB Charging Port",124,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-104,"HTC Windows 8X / Evo 4G LTE USB Charging Port",121,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,0.74,,,,
FLX-UCP-106,"HTC Mytouch 4G Charging Port",14,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.4900,,,,0.00,,,,,
FLX-UCP-108,"LG Optimus Black P970 Charging Port",24,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-110,"Motorola Droid Razor XT910 / XT912 USB Charging Port",2,,4.00,6.82,1.80,0.85,2.4300,2.0900,0.0000,,,,,,,,,
FLX-UCP-112,"Nokia Lumia 800 Charging Port",43,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.9900,,,0.50,,,,,,
FLX-UCP-114,"Nokia Lumia 900 Charging Port",2,,4.00,6.85,1.96,0.87,2.4300,2.0900,0.4900,,,0.50,,0.87,,,,
FLX-UCP-116,"HTC Amaze Charging Port",0,,4.00,6.43,2.25,0.97,2.4300,2.0900,0.9900,,,0.00,,,,,,
FLX-UCP-118,"HTC One V Charging Port",20,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.4900,,,,0.00,,,,1.50,
FLX-UCP-120,"HTC One X Charging Port",2,,3.00,6.50,3.82,1.05,2.5200,1.9900,0.0000,,,,,0.74,,,1.50,
FLX-UCP-122,"HTC One S Charging Port",54,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.4900,,,,0.00,0.74,,,,
FLX-UCP-124,"HTC Evo 4G LTE Charging Port",0,,4.00,6.43,2.25,0.97,2.4300,2.0900,0.0000,,,,,0.74,,,,
FLX-UCP-128,"LG Spectrum VS920 Charging Port",7,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-130,"Motorola Droid 4 XT894 Charging Port",21,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.4900,,,,0.00,,,,,
FLX-UCP-132,"Motorola Photon MB855 MB853 Charging Port",23,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-136,"Motorola Atrix 2 MB865 Charging Port",15,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-138,"Motorola Droid 3 XT862 XT907 XT926 XT926M Charging Port",0,,4.00,6.43,2.25,0.97,2.4300,2.0900,0.9900,,,0.00,,0.35,,,,
FLX-UCP-140,"Motorola Droid X2 MB870 Charging Port",11,,0.00,0.00,0.00,0.00,2.9500,2.9900,1.1900,1.24,,,0.00,,,,,
FLX-UCP-142,"Motorola Atrix 4G MB860 Charging Port",18,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-012,"USB Charging Port for Samsung Galaxy S2 Epic/Infuse",83,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-024,"USB Charging Port for Samsung Galaxy S2",86,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-018,"USB Charging Port for Samsung Galaxy S Blaze/Captivate",7,,4.00,6.70,2.17,0.92,2.4300,2.0900,0.0000,,,,,0.42,,,,
FLX-UCP-036,"USB Charging Port for Samsung Galaxy Note ",0,,0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,,,,,,,,,
FLX-UCP-042,"Motorola Atrix 4G MB860 USB Charging Port",117,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.4900,,,0.50,0.00,,,,,
FLX-UCP-048,"HTC Thunderbolt Evo 3D Nexus One Desire USB Charging Port",170,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.9900,,,,0.00,,,,,
FLX-UCP-166,"Blackberry Bold 9700 9780 Curve 8520 8530 USB Charging Port",228,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,1.44,,,,
FLX-UCP-134,"Motorola Droid Razr Maxx XT910/XT912 Charging Port",2,,4.00,6.50,1.66,0.87,2.4300,2.0900,0.0000,,,,,,,,,
FLX-UCP-144,"Motorola Bionic XT875 Charging Port",175,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
FLX-UCP-152,"Huawei U8651T Charging Port",2,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
FLX-UCP-154,"Huawei MyTouch Q2 U8730 Replacement Charging Port",163,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
FLX-UCP-146,"Huawei Mercury M886 Charging Port",29,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-006,"Blackberry 8800 8820 8830 8810 USB Charging Port",84,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.4900,,,0.40,,0.93,,,,
FLX-UCP-030,"ZTE Score X500 USB Charging Port",58,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-148,"Huawei Ascend 2 M865 Charging Port",102,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
FLX-UCP-150,"Huawei Ascend M860 Charging Port",1,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.3900,,,0.40,,,,,,
FLX-UCP-156,"ZTE Warp N860 Replacement Charging Port",1,,4.00,6.50,0.55,0.70,2.4300,2.0900,0.0000,,,,,,,,,
FLX-UCP-164,"ZTE Force N9100 Charging Port",135,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
FLX-UCP-168,"Blackberry Style 9760 Replacement Charging Port",23,,0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,,,,,,
FLX-UCP-158,"ZTE Engage V8000 Replacement Charging Port",0,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
FLX-UCP-160,"ZTE Concord V768 Charging Port",0,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,0.74,,,,
FLX-UCP-162,"ZTE Avail / Merit Z990 Charging Port",39,,0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,,,,,,
APL-003-0960,"Charging Port Flex Cable for iPad 3",10,,18.00,6.78,1.91,2.94,6.6150,4.8510,1.9900,2.99,3.00,2.99,4.99,4.64,2.99,,4.00,4.99
APL-003-0972,"Headphone Audio Jack Flex Cable WIFI Version for iPad 3",26,,0.00,0.00,0.00,0.00,5.9500,3.1900,1.8900,,,1.99,3.99,3.83,,,,
APL-003-0978,"Power On Off Volume Flex Cable for iPad 3",6,2,8.00,6.56,0.71,1.33,4.1170,3.3900,1.1900,5.99,2.50,1.20,3.99,3.36,1.99,,4.00,3.99
APL-003-1162,"Metal Enclosures for iPhone 5 Silver",1,,3.00,6.50,1.05,0.62,1.6250,1.3900,0.0000,,,,2.99,,,,,
APL-003-0990,"Headphone Audio Jack Flex Cable for iPad Mini White",9,3,10.00,6.85,3.80,2.01,4.2100,3.3900,1.8900,0.00,2.50,,1.49,2.67,,,4.00,3.99
APL-003-1020,"Microphone Flex Cable for iPad Mini",7,,6.00,6.50,1.34,1.13,2.8800,2.2200,1.7900,4.50,,,,1.88,,,,
